Episode, Steps, Reward, Time (in milliseconds)
1, 729, -83.59999999999957, 451
2, 729, -114.29999999999737, 847
3, 729, -94.39999999999915, 448
4, 729, -98.89999999999891, 912
5, 729, -115.19999999999882, 423
6, 729, -94.39999999999921, 830
7, 729, -72.80000000000014, 304
8, 729, -81.79999999999977, 411
9, 729, -82.69999999999945, 534
10, 729, -85.49999999999955, 589
11, 729, -76.39999999999988, 206
12, 729, -72.80000000000014, 273
13, 436, -49.00000000000041, 291
14, 729, -72.80000000000014, 330
15, 729, -84.4999999999994, 328
16, 729, -72.80000000000014, 257
17, 729, -74.60000000000004, 383
18, 729, -175.39999999999839, 323
19, 729, -116.09999999999789, 330
20, 729, -116.89999999999814, 415
21, 729, -74.60000000000004, 314
22, 729, -76.49999999999987, 526
23, 729, -100.89999999999895, 485
24, 729, -102.59999999999994, 333
25, 729, -79.99999999999966, 302
26, 729, -87.49999999999979, 308
27, 729, -87.19999999999949, 499
28, 729, -79.09999999999968, 438
29, 729, -94.39999999999924, 484
30, 729, -139.39999999999748, 399
31, 729, -304.0000000000019, 661
32, 729, -97.9999999999989, 380
33, 729, -84.4999999999993, 430
34, 729, -73.70000000000007, 680
35, 729, -91.0999999999994, 482
36, 729, -72.80000000000014, 363
37, 729, -118.69999999999894, 467
38, 729, -101.59999999999926, 418
39, 532, -71.89999999999996, 900
40, 729, -72.80000000000014, 750
41, 722, -103.29999999999956, 894
42, 729, -72.80000000000014, 943
43, 729, -86.69999999999932, 1187
44, 613, -77.39999999999986, 1059
45, 729, -337.40000000000055, 947
46, 729, -92.69999999999999, 487
47, 729, -114.99999999999808, 681
48, 729, -87.1999999999991, 748
49, 729, -72.80000000000014, 443
50, 729, -82.19999999999962, 1053
51, 729, -77.29999999999983, 654
52, 729, -85.39999999999974, 1054
53, 729, -215.89999999999733, 1020
54, 499, -62.800000000000445, 573
55, 729, -72.80000000000014, 473
56, 400, -39.9000000000003, 672
57, 729, -72.80000000000014, 711
58, 729, -75.50000000000004, 590
59, 729, -78.19999999999975, 725
60, 729, -83.59999999999944, 626
61, 729, -87.10000000000002, 645
62, 729, -77.29999999999981, 546
63, 729, -73.70000000000007, 726
64, 729, -94.3999999999991, 489
65, 560, -111.89999999999876, 707
66, 729, -81.79999999999954, 628
67, 349, -43.800000000000225, 693
68, 729, -82.69999999999952, 954
69, 729, -112.39999999999911, 696
70, 729, -81.19999999999953, 643
71, 729, -72.80000000000014, 846
72, 729, -80.09999999999971, 742
73, 729, -89.09999999999943, 533
74, 193, -21.000000000000036, 883
75, 634, -69.00000000000028, 533
76, 729, -104.29999999999814, 691
77, 729, -103.59999999999883, 507
78, 729, -92.09999999999903, 576
79, 729, -81.79999999999959, 626
80, 217, -24.500000000000036, 661
81, 729, -150.1999999999975, 764
82, 729, -86.49999999999932, 583
83, 528, -57.40000000000049, 714
84, 729, -87.79999999999933, 450
85, 729, -102.49999999999886, 558
86, 305, -60.300000000000146, 630
87, 228, -34.40000000000021, 635
88, 729, -81.49999999999952, 569
89, 110, -13.799999999999978, 554
90, 389, -41.70000000000028, 705
91, 729, -81.79999999999949, 744
92, 720, -99.99999999999889, 493
93, 729, -72.80000000000014, 581
94, 190, -18.9, 731
95, 729, -79.99999999999976, 599
96, 729, -72.80000000000014, 521
97, 323, -51.70000000000037, 527
98, 323, -34.000000000000185, 758
99, 313, -39.80000000000017, 570
100, 281, -38.80000000000022, 667
101, 729, -81.79999999999991, 741
102, 729, -72.80000000000014, 749
103, 729, -99.79999999999885, 502
104, 729, -72.80000000000014, 652
105, 200, -27.100000000000115, 634
106, 729, -87.1999999999995, 595
107, 334, -34.2000000000002, 645
108, 525, -159.69999999999862, 489
109, 293, -29.200000000000145, 550
110, 372, -39.000000000000256, 548
111, 127, -13.499999999999972, 763
112, 729, -77.29999999999984, 613
113, 729, -79.09999999999977, 552
114, 328, -33.60000000000019, 586
115, 445, -57.90000000000034, 530
116, 729, -72.80000000000014, 567
117, 667, -66.60000000000049, 752
118, 330, -38.700000000000195, 516
119, 476, -64.60000000000035, 519
120, 211, -44.70000000000007, 633
121, 729, -94.39999999999908, 505
122, 358, -78.99999999999947, 474
123, 729, -84.49999999999949, 385
124, 729, -84.59999999999945, 629
125, 729, -73.70000000000014, 517
126, 297, -32.50000000000015, 552
127, 134, -13.299999999999969, 586
128, 246, -29.200000000000106, 634
129, 729, -142.69999999999789, 641
130, 666, -70.10000000000025, 447
131, 277, -29.500000000000156, 509
132, 729, -75.49999999999994, 516
133, 256, -25.500000000000092, 602
134, 729, -104.29999999999907, 519
135, 586, -66.00000000000043, 539
136, 106, -10.499999999999979, 829
137, 729, -73.70000000000007, 619
138, 729, -77.39999999999985, 621
139, 729, -88.09999999999907, 527
140, 158, -83.39999999999975, 563
141, 667, -66.60000000000049, 558
142, 265, -29.100000000000147, 600
143, 729, -72.80000000000014, 610
144, 729, -74.60000000000004, 461
145, 129, -18.200000000000003, 597
146, 729, -82.69999999999956, 573
147, 133, -14.099999999999966, 753
148, 261, -54.300000000000175, 687
149, 729, -72.80000000000014, 817
150, 101, -9.99999999999998, 929
151, 729, -93.09999999999962, 504
152, 280, -37.20000000000021, 604
153, 87, -8.599999999999985, 802
154, 311, -41.10000000000019, 623
155, 323, -38.500000000000284, 512
156, 729, -77.29999999999984, 554
157, 175, -22.80000000000007, 548
158, 229, -23.70000000000007, 727
159, 729, -102.49999999999888, 505
160, 729, -72.80000000000014, 691
161, 241, -72.59999999999961, 598
162, 116, -11.499999999999975, 879
163, 729, -191.59999999999778, 645
164, 419, -44.50000000000037, 881
165, 729, -86.99999999999949, 759
166, 246, -24.500000000000078, 719
167, 201, -27.200000000000074, 743
168, 284, -28.300000000000132, 650
169, 326, -38.000000000000256, 889
170, 229, -31.50000000000005, 623
171, 427, -46.20000000000033, 800
172, 324, -32.30000000000019, 777
173, 315, -35.90000000000021, 590
174, 131, -18.8, 732
175, 182, -19.000000000000004, 845
176, 204, -20.30000000000002, 806
177, 729, -84.9999999999994, 691
178, 137, -16.499999999999975, 807
179, 114, -11.299999999999976, 770
180, 291, -31.90000000000014, 774
181, 281, -40.600000000000215, 611
182, 72, -7.099999999999991, 708
183, 353, -55.00000000000029, 765
184, 146, -14.499999999999964, 674
185, 517, -91.20000000000007, 933
186, 104, -10.29999999999998, 734
187, 729, -96.29999999999868, 651
188, 729, -83.59999999999968, 743
189, 226, -25.40000000000005, 705
190, 182, -18.099999999999987, 636
191, 729, -73.70000000000009, 653
192, 274, -30.200000000000117, 807
193, 413, -45.70000000000032, 713
194, 85, -8.399999999999986, 622
195, 65, -6.399999999999993, 835
196, 412, -62.00000000000049, 577
197, 729, -111.79999999999811, 710
198, 203, -24.7000000000001, 774
199, 139, -19.60000000000003, 801
200, 125, -25.900000000000095, 829
201, 113, -11.199999999999976, 837
202, 729, -75.69999999999993, 970
203, 215, -24.100000000000083, 608
204, 377, -43.000000000000355, 789
205, 729, -72.80000000000014, 804
206, 98, -9.699999999999982, 746
207, 729, -78.49999999999983, 741
208, 318, -55.80000000000017, 752
209, 129, -12.79999999999997, 602
210, 269, -69.39999999999993, 709
211, 199, -20.700000000000028, 600
212, 80, -7.899999999999988, 712
213, 729, -72.80000000000014, 1183
